LIBELLE_QUALIFICATION,DOMAINE_TRAVAUX,ORGANISME,CODE_QUALIFICATION,TITRE_DOMAINE,NOMBRE_SIRET
"Efficacité énergétique - ""ECO Artisan®"" - Charpentier",Isolation des murs par l'extérieur,qualibat,8611M3D112,Travaux d'efficacité énergétique,1328
"Efficacité énergétique - ""ECO Artisan®"" - Charpentier",Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,8611M3D113,Travaux d'efficacité énergétique,1423
"Efficacité énergétique - ""ECO Artisan®"" - Charpentier",Isolation des combles perdus,qualibat,8611M3D114,Travaux d'efficacité énergétique,1465
"Efficacité énergétique - ""ECO Artisan®"" - Charpentier",Isolation des planchers bas,qualibat,8611M3D115,Travaux d'efficacité énergétique,1185
"Efficacité énergétique - ""ECO Artisan®"" - Plâtrier / Plaquiste",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8611M4D111,Travaux d'efficacité énergétique,3257
"Efficacité énergétique - ""ECO Artisan®"" - Plâtrier / Plaquiste",Isolation des combles perdus,qualibat,8611M4D114,Travaux d'efficacité énergétique,2918
"Efficacité énergétique - ""ECO Artisan®"" - Plâtrier / Plaquiste",Isolation des planchers bas,qualibat,8611M4D115,Travaux d'efficacité énergétique,2601
"Efficacité énergétique - ""ECO Artisan®"" - Serrurier métallier","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,8611M5D109,Travaux d'efficacité énergétique,265
"Efficacité énergétique - ""ECO Artisan®"" - Serrurier métallier",Isolation des murs par l'extérieur,qualibat,8611M5D112,Travaux d'efficacité énergétique,110
"Efficacité énergétique - ""ECO Artisan®"" - Carreleur",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8611M6D111,Travaux d'efficacité énergétique,408
"Efficacité énergétique - ""ECO Artisan®"" - Carreleur",Isolation des planchers bas,qualibat,8611M6D115,Travaux d'efficacité énergétique,389
"Efficacité énergétique - ""ECO Artisan®"" - Peintre",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8611M7D111,Travaux d'efficacité énergétique,497
"Efficacité énergétique - ""ECO Artisan®"" - Peintre",Isolation des murs par l'extérieur,qualibat,8611M7D112,Travaux d'efficacité énergétique,509
"Efficacité énergétique - ""ECO Artisan®"" - Couvreur",Fenêtres de toit,qualibat,8611M8D110,Travaux d'efficacité énergétique,1283
"Efficacité énergétique - ""ECO Artisan®"" - Couvreur",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8611M8D111,Travaux d'efficacité énergétique,1554
"Efficacité énergétique - ""ECO Artisan®"" - Couvreur",Isolation des murs par l'extérieur,qualibat,8611M8D112,Travaux d'efficacité énergétique,552
"Efficacité énergétique - ""ECO Artisan®"" - Couvreur",Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,8611M8D113,Travaux d'efficacité énergétique,1527
"Efficacité énergétique - ""ECO Artisan®"" - Couvreur",Isolation des combles perdus,qualibat,8611M8D114,Travaux d'efficacité énergétique,1516
"Efficacité énergétique - ""ECO Artisan®"" - Agenceur",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8611M9D111,Travaux d'efficacité énergétique,464
"Efficacité énergétique - ""ECO Artisan®"" - Agenceur",Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,8611M9D113,Travaux d'efficacité énergétique,436
"Efficacité énergétique - ""ECO Artisan®"" - Agenceur",Isolation des combles perdus,qualibat,8611M9D114,Travaux d'efficacité énergétique,451
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Menuisier","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,8621M10D109,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Maçon",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8621M1D111,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Maçon",Isolation des murs par l'extérieur,qualibat,8621M1D112,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Maçon",Isolation des planchers bas,qualibat,8621M1D115,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Charpentier","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,8621M3D109,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Charpentier",Fenêtres de toit,qualibat,8621M3D110,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Charpentier",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8621M3D111,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Charpentier",Isolation des murs par l'extérieur,qualibat,8621M3D112,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Charpentier",Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,8621M3D113,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Charpentier",Isolation des combles perdus,qualibat,8621M3D114,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Charpentier",Isolation des planchers bas,qualibat,8621M3D115,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Plâtrier / Plaquiste",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8621M4D111,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Plâtrier / Plaquiste",Isolation des combles perdus,qualibat,8621M4D114,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Plâtrier / Plaquiste",Isolation des planchers bas,qualibat,8621M4D115,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Carreleur",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8621M6D111,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Carreleur",Isolation des planchers bas,qualibat,8621M6D115,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Couvreur",Fenêtres de toit,qualibat,8621M8D110,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Couvreur",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8621M8D111,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Couvreur",Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,8621M8D113,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Couvreur",Isolation des combles perdus,qualibat,8621M8D114,Travaux d'efficacité énergétique,1
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Chauffage, ventilation, climatisation",Chaudière condensation ou micro-cogénération gaz ou fioul,qualibat,8621T14D101,Travaux d'efficacité énergétique,366
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Chauffage, ventilation, climatisation","Radiateurs électriques, dont régulation.",qualibat,8621T14D107,Travaux d'efficacité énergétique,276
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Chauffage, ventilation, climatisation",Ventilation mécanique,qualibat,8621T14D108,Travaux d'efficacité énergétique,252
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolations parois verticales opaques et planchers bas",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8621T16D111,Travaux d'efficacité énergétique,1047
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolations parois verticales opaques et planchers bas",Isolation des murs par l'extérieur,qualibat,8621T16D112,Travaux d'efficacité énergétique,1007
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolations parois verticales opaques et planchers bas",Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,8621T16D113,Travaux d'efficacité énergétique,25
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolations parois verticales opaques et planchers bas",Isolation des combles perdus,qualibat,8621T16D114,Travaux d'efficacité énergétique,25
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolations parois verticales opaques et planchers bas",Isolation des planchers bas,qualibat,8621T16D115,Travaux d'efficacité énergétique,962
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolation toitures dont toitures terrassés et planchers hauts",Fenêtres de toit,qualibat,8621T17D110,Travaux d'efficacité énergétique,1033
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolation toitures dont toitures terrassés et planchers hauts",Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,8621T17D111,Travaux d'efficacité énergétique,1069
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolation toitures dont toitures terrassés et planchers hauts",Isolation des toitures terrasses ou des toitures par l'extérieur,qualibat,8621T17D113,Travaux d'efficacité énergétique,985
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Isolation toitures dont toitures terrassés et planchers hauts",Isolation des combles perdus,qualibat,8621T17D114,Travaux d'efficacité énergétique,1042
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Ouvrants, fermetures, protections solaires","Fenêtres, volets, portes donnant sur l'extérieur",qualibat,8621T18D109,Travaux d'efficacité énergétique,798
"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Ouvrants, fermetures, protections solaires",Fenêtres de toit,qualibat,8621T18D110,Travaux d'efficacité énergétique,744
Agencement,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,9112D111,Travaux d'efficacité énergétique,31
Agencement,Isolation des combles perdus,qualibat,9112D114,Travaux d'efficacité énergétique,27
Agencement,Isolation des planchers bas,qualibat,9112D115,Travaux d'efficacité énergétique,28
Agencement,Isolation par l'intérieur des murs ou rampants de toitures  ou plafonds,qualibat,9113D111,Travaux d'efficacité énergétique,1
Agencement,Isolation des combles perdus,qualibat,9113D114,Travaux d'efficacité énergétique,1
Agencement,Isolation des planchers bas,qualibat,9113D115,Travaux d'efficacité énergétique,1
Fourniture et pose de vérandas à structure aluminium,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,9141D109,Travaux d'efficacité énergétique,4
Fabrication et pose de vérandas à structure aluminium,"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,9142D109,Travaux d'efficacité énergétique,24
Vérandas tous matériaux (hors aluminium),"Fenêtres, volets, portes donnant sur l'extérieur",qualibat,9143D109,Travaux d'efficacité énergétique,1
Transformation et aménagement de combles,Isolation des combles perdus,qualibat,9161D114,Travaux d'efficacité énergétique,9
